Satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Food and drink,Gate location,Inflight entertainment,Ease of Online booking,Baggage handling,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,541,2,3,2,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1946,3,3,4,3,4,4,4,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,548,5,2,5,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1612,3,3,4,3,3,3,3,0,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1638,3,3,4,3,1,3,1,0,0
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,529,4,4,4,4,5,5,3,0,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1895,3,3,4,3,3,4,3,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,527,3,3,3,4,5,5,4,0,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,499,1,1,1,5,5,5,3,4,4
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1621,3,3,3,5,5,4,5,0,0
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,481,1,1,1,4,5,5,4,33,64
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1786,1,1,1,5,5,5,4,39,53
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,490,3,3,3,4,5,5,3,20,7
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,485,5,5,5,4,5,5,4,0,0
satisfied,Female,Loyal Customer,51,Personal Travel,Business,494,2,2,2,4,5,5,4,0,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1547,3,3,3,4,5,5,3,35,23
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1503,4,4,4,1,5,5,4,3,0
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1465,3,3,4,3,5,4,5,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,2176,5,2,2,3,5,5,3,14,11
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2051,3,3,4,3,2,4,2,0,5
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,501,2,2,2,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,2124,3,3,4,3,3,2,3,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1551,3,3,3,4,5,5,4,0,3
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,2022,3,3,4,3,5,2,5,0,0
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1580,5,5,5,5,5,5,3,4,9
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,2240,3,3,4,3,1,3,1,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1355,3,3,4,3,4,5,4,21,6
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1668,3,3,3,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,1436,3,3,4,3,5,4,5,2,5
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,475,3,3,3,4,5,5,5,0,2
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1779,3,3,4,3,5,4,5,41,29
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1240,3,3,4,3,5,4,5,44,33
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,2109,3,3,3,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1574,3,3,4,3,3,3,3,34,16
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,459,5,5,5,5,5,5,5,11,10
dissatisfied,Male,Loyal Customer,54,Personal Travel,Business,414,3,3,4,3,5,5,3,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1388,3,3,4,3,5,4,5,11,7
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1651,5,5,5,4,5,5,5,3,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1322,3,3,4,3,3,3,3,0,0
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1537,1,1,1,4,5,5,5,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,1688,5,5,5,4,5,5,4,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,410,4,4,4,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1965,3,3,4,3,3,4,3,15,0
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1715,5,4,4,5,5,5,2,14,21
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1632,3,3,4,3,4,4,4,42,40
satisfied,Female,Loyal Customer,66,Personal Travel,Business,434,5,5,3,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2186,3,3,4,3,2,3,2,24,19
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1480,3,3,4,3,2,3,2,42,34
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1801,3,3,4,3,2,3,2,0,0
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1717,2,2,2,3,5,5,4,0,0
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,411,4,4,4,1,5,5,2,0,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,2246,3,3,4,3,2,3,2,98,81
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,408,1,1,1,5,5,4,5,0,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,2048,3,3,4,3,3,4,3,0,15
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1653,5,5,5,5,5,5,5,34,17
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2071,3,3,4,3,4,1,4,14,6
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,381,5,5,5,4,5,5,5,1,8
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2176,2,2,2,4,5,5,3,0,0
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1363,3,3,4,3,3,3,3,10,2
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,382,2,2,2,4,5,5,3,0,4
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2047,3,3,4,3,5,1,5,2,14
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1638,3,3,4,3,3,4,3,12,7
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1982,1,1,1,5,5,5,3,0,4
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1773,1,4,1,2,5,5,3,0,0
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,2031,3,3,4,3,3,3,3,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,2084,3,3,4,3,1,4,1,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,1145,4,4,4,5,5,5,5,2,0
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1452,3,3,4,3,4,4,4,0,0
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,332,5,4,5,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1636,3,3,4,3,4,4,4,15,6
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1364,2,2,2,5,5,5,3,79,75
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,2071,5,4,4,1,5,5,3,68,61
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,2242,3,3,4,3,3,1,3,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1273,5,1,1,5,5,5,4,55,45
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1693,3,3,4,3,4,4,4,0,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1507,3,3,4,3,2,4,2,28,10
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,353,3,3,3,4,5,5,3,72,90
dissatisfied,Female,Loyal Customer,68,Personal Travel,Eco,2084,3,3,4,1,3,1,1,169,189
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1496,3,3,4,3,5,2,5,91,97
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1511,3,3,4,3,3,3,3,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,336,5,5,5,5,5,4,5,3,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1633,1,1,1,4,5,5,5,19,30
dissatisfied,Male,Loyal Customer,38,Personal Travel,Business,1811,3,3,4,4,2,3,4,240,224
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1841,3,3,4,3,3,4,3,0,0
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1403,3,3,4,3,1,3,1,0,10
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1173,3,3,4,3,3,4,3,6,5
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,2162,3,3,4,3,2,5,2,26,23
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1908,2,1,2,5,5,2,5,4,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1635,2,1,2,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1546,3,3,4,3,3,4,3,45,38
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1924,3,3,4,3,3,4,3,32,27
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1296,3,3,4,3,3,4,3,57,59
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1863,3,3,4,3,3,5,3,38,33
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1440,3,3,4,3,4,4,4,23,20
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1222,3,3,4,3,1,4,1,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,261,4,4,4,1,5,5,3,23,10
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,305,2,2,2,5,5,5,5,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1301,2,2,2,4,5,5,3,0,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1643,3,3,3,5,5,5,5,11,38
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,1522,3,3,4,3,1,3,1,0,7
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,1067,3,3,4,3,3,4,3,2,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1869,3,3,3,4,5,5,5,4,17
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1778,2,2,2,5,5,5,5,51,46
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,1434,3,3,4,3,2,5,2,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1523,3,3,4,3,2,4,2,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2072,1,1,1,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1285,3,3,4,3,3,4,3,1,22
dissatisfied,Male,Loyal Customer,48,Personal Travel,Business,272,3,3,4,3,4,4,2,0,4
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1649,1,1,1,5,5,5,3,13,6
dissatisfied,Male,Loyal Customer,23,Personal Travel,Business,2025,3,3,4,3,3,1,3,34,21
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2118,3,3,4,3,3,4,3,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1762,5,5,5,5,5,5,5,9,4
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,974,1,3,1,5,5,5,4,3,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1475,3,3,4,3,3,3,3,13,13
dissatisfied,Male,Loyal Customer,55,Personal Travel,Business,233,3,3,4,3,1,1,4,15,14
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,96,2,2,2,5,5,5,2,1,3
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,978,3,3,4,3,4,3,4,20,15
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1997,3,3,4,3,2,1,2,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1742,2,2,2,5,5,5,5,29,24
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1635,3,3,4,3,5,3,5,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1849,2,2,2,5,5,5,3,34,22
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1915,3,3,4,3,4,4,4,29,25
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,85,1,1,1,5,5,5,4,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1332,3,3,3,5,5,5,5,1,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1372,3,3,4,3,2,3,2,58,44
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1172,1,1,1,5,5,5,4,27,31
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1346,5,3,3,5,5,5,5,43,52
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,883,3,3,4,3,5,4,5,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1613,3,3,4,3,3,4,3,19,11
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,956,3,3,4,3,3,3,3,3,8
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,95,5,1,1,1,5,5,4,7,5
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,1634,3,3,4,3,5,1,5,0,0
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,54,5,1,1,1,5,5,5,2,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1022,3,3,4,3,5,4,5,0,2
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1796,3,3,4,3,1,3,1,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Business,99,3,3,4,4,3,3,1,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,830,3,3,4,3,3,5,3,2,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,2430,5,4,4,1,5,5,3,0,17
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,3067,3,3,5,3,2,4,2,15,12
dissatisfied,Male,Loyal Customer,24,Personal Travel,Business,3189,3,3,5,3,2,5,2,2,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,2971,5,5,3,2,5,5,3,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,3153,5,2,2,1,5,5,1,0,30
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2795,2,2,2,5,5,5,3,0,0
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,1439,4,4,4,5,5,4,5,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,1397,4,4,4,4,5,5,3,30,27
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,2455,3,3,3,3,5,5,1,66,57
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2269,1,1,1,4,5,5,5,4,8
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,2588,4,3,4,4,5,5,2,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1926,5,5,5,4,5,5,4,1,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2463,3,3,5,3,3,3,3,34,35
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,2322,3,3,5,3,3,1,3,25,7
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1893,5,5,5,5,5,2,5,0,2
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,817,3,3,3,4,5,5,3,2,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1562,3,3,5,3,5,4,5,0,78
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2134,3,3,5,3,4,3,4,12,3
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,755,1,1,1,4,5,5,4,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,2086,2,2,2,5,5,5,3,17,48
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,662,4,4,4,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2117,3,3,5,3,3,5,3,21,74
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,673,5,5,5,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1599,3,3,5,3,3,3,3,68,99
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,638,4,4,4,4,5,5,4,109,
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2072,3,3,5,3,5,4,5,0,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,633,3,3,3,4,5,5,3,8,10
satisfied,Female,Loyal Customer,17,Personal Travel,Business,1943,4,4,4,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,2006,3,3,5,3,4,4,4,0,0
dissatisfied,Male,Loyal Customer,68,Personal Travel,Business,619,3,3,5,1,3,3,4,37,62
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1894,3,3,5,3,5,1,5,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1370,2,2,2,5,5,5,4,0,1
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2363,3,3,5,3,4,5,4,0,9
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,595,5,5,5,5,5,5,4,0,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1534,5,5,5,5,5,5,3,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,507,2,2,2,5,5,5,3,48,37
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,1871,3,3,5,3,2,5,2,18,15
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1542,3,3,5,3,5,1,5,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,2353,3,3,5,3,3,4,3,16,0
satisfied,Female,Loyal Customer,17,Personal Travel,Business,1998,4,4,4,4,5,5,5,0,4
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,1802,3,3,5,3,1,5,1,0,2
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1812,3,3,5,3,3,3,3,0,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1759,5,5,5,4,5,5,4,48,49
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,332,1,1,1,4,5,5,5,0,0
dissatisfied,Female,Loyal Customer,10,Personal Travel,Eco,1947,3,3,5,2,5,4,2,159,180
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,273,3,3,3,4,5,5,5,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1546,1,1,1,5,5,5,5,0,0
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,305,5,5,5,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1793,3,3,5,3,5,2,5,0,0
satisfied,Female,Loyal Customer,19,Personal Travel,Business,2069,5,1,1,4,5,5,4,0,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,918,5,5,5,3,5,5,4,0,0
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,85,5,4,4,1,5,5,1,0,0
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,3728,3,4,1,4,3,5,3,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,950,5,2,5,3,5,5,5,0,18
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,2449,5,4,4,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2389,3,4,1,4,4,2,4,0,0
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1993,5,5,5,4,5,5,3,2,1
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1272,3,4,1,4,2,3,2,81,72
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1583,3,4,1,4,3,3,3,3,4
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,3391,5,4,4,1,5,5,5,0,21
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,3396,5,1,3,4,5,5,3,11,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Business,1759,3,4,2,2,3,3,5,0,17
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,3080,4,4,4,5,5,5,2,17,8
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,2960,3,4,2,4,5,1,5,0,37
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2670,3,4,2,4,1,3,1,4,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,1181,5,5,5,4,5,5,5,42,55
dissatisfied,Male,Loyal Customer,10,Personal Travel,Business,1666,3,4,2,4,2,3,2,111,100
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,2064,3,4,2,4,5,4,5,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1639,1,1,1,4,5,5,5,2,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1536,4,4,4,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,4391,3,4,3,2,2,2,2,0,0
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,2800,3,3,3,4,5,5,5,52,68
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,2510,2,2,2,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,3616,3,4,3,4,5,3,5,7,77
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,3005,5,5,5,4,5,5,4,0,7
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1685,2,2,2,5,5,4,5,0,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2960,3,4,3,4,2,3,2,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,3134,3,4,3,4,3,3,3,0,1
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,3073,2,2,2,5,5,4,5,2,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1998,5,5,5,1,5,5,5,0,0
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1028,4,4,4,5,5,5,3,1,2
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,968,2,2,2,5,5,4,5,106,102
dissatisfied,Male,Loyal Customer,69,Personal Travel,Business,932,3,4,3,3,2,2,4,31,37
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,912,3,3,3,2,5,5,1,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2416,3,4,3,4,3,4,3,65,86
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2064,4,4,4,5,5,4,5,4,13
satisfied,Female,Loyal Customer,15,Personal Travel,Business,2659,4,4,4,5,5,3,5,125,106
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,2001,3,4,3,4,4,3,4,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1752,5,5,5,5,5,5,5,0,28
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,2194,3,4,3,4,4,3,4,0,0
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,698,2,2,2,2,5,5,1,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2110,3,4,3,4,5,1,5,24,21
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,552,1,1,1,5,5,5,4,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,407,3,5,3,5,5,4,5,6,2
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,353,2,5,2,5,5,4,5,0,0
satisfied,Female,Loyal Customer,55,Personal Travel,Business,326,2,2,2,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,,Personal Travel,Eco,3924,3,4,4,4,2,2,2,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,3916,3,4,4,4,2,4,2,59,25
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,2499,4,4,4,5,5,1,5,0,0
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,3208,3,4,4,4,2,4,2,0,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2890,3,4,4,4,2,3,2,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,3051,3,4,4,4,1,4,1,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,3010,2,2,2,5,5,5,5,3,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,1182,3,3,3,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,64,Personal Travel,Business,1018,3,4,4,3,4,4,4,60,47
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2184,3,4,4,4,2,3,2,0,25
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2239,3,4,4,4,5,5,5,0,0
satisfied,Female,Loyal Customer,43,Personal Travel,Business,896,2,5,2,5,5,5,5,2,20
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2026,3,3,3,5,5,3,5,0,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,2250,3,4,4,4,2,2,2,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1582,3,4,4,4,1,2,1,15,21
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2246,3,4,4,4,2,4,2,0,0
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1760,3,4,4,4,2,3,2,0,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1518,3,4,4,4,4,4,4,1,13
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1989,3,4,4,4,4,2,4,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Business,525,1,1,1,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,2275,3,4,4,4,5,4,5,75,84
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1888,3,4,4,4,1,1,1,0,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Business,1126,3,4,4,4,3,3,3,0,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,2272,3,4,5,4,1,4,1,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,787,4,4,4,3,5,5,1,49,85
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1568,4,4,4,4,5,5,4,18,9
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1511,3,5,1,5,2,3,2,0,2
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2328,3,5,2,1,4,4,1,166,172
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,477,5,1,1,5,1,5,5,26,19
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1685,5,5,4,1,5,5,5,2,15
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,2180,3,5,3,5,3,3,3,0,7
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1907,2,2,2,3,5,5,2,0,1
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1131,3,5,3,5,1,3,1,5,29
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1401,3,5,3,5,5,3,5,22,19
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1370,3,5,4,5,5,2,5,0,0
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,2080,3,5,4,5,4,3,4,0,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1686,3,5,4,5,2,4,2,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1969,3,0,1,0,2,5,2,16,12
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1842,4,2,4,2,5,5,3,0,0
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1231,3,0,1,0,2,5,2,0,0
dissatisfied,Male,Loyal Customer,22,Personal Travel,Business,972,3,0,1,0,3,1,3,0,4
